Key,Text
"MaiDay_Answer2.MDA2_ComfortNode9","Anh ước gì nếu anh có ở đó, anh sẽ chửi thẳng mặt tên đó vì dám mắng vợ anh."
"MaiDay_Answer2.MDA2_ComfortNode10","Thôi, không cần đâu. Như vậy … cũng được rồi."
"MaiDay_Answer3.MDA3_Node1","Ngày hôm nay của em như thế nào?"
"MaiDay_Answer3.MDA3_Node2","Cũng bình thường. Bữa nay không kẹt xe, đi làm đúng giờ, đồng nghiệp thì thân thiện và vui vẻ."
"MaiDay_Answer3.MDA3_Node3","Nói chung là mọi thứ đều ổn."
"MaiDay_Answer3.MDA3_Node3_Choices.choice.1","Không hỏi nữa"
"MaiDay_Answer3.MDA3_Node3_Choices.choice.2","Rủ coi phim"
"MaiDay_Answer3.MDA3_MovieNode","Coi phim không, Mai? Anh mới tìm được phim này hay lắm."
"MaiDay_Answer3.MDA3_MovieNode2","Coi phim à? Được đấy, đợi em 1 chút nhé. Để em chuẩn bị đồ ăn vặt."
"MaiDay_Answer3.MDA3_MovieNode3","Lâu lắm rồi chúng mình không coi phim."
"MaiSpecificTopic.MST_TopicChoicesNode.choice.1",Giờ đi làm của Mai
"MaiSpecificTopic.MST_TopicChoicesNode.choice.2","Công việc của Mai"
"MaiSpecificTopic.MST_TopicChoicesNode.choice.3","Đồng nghiệp của Mai"
"MaiSpecificTopic.MST_WorkingHoursNode","Mai, anh hỏi cái này."
"MaiSpecificTopic.MST_WorkingHoursNode2","Bình thường thì em đi làm vào lúc mấy giờ nhỉ?"
"MaiSpecificTopic.MST_WorkingHoursNode3","Sao tự nhiên anh lại hỏi về chuyện đó?"
"MaiSpecificTopic.MST_WorkingHoursNode4",Chỉ là hỏi chơi thôi.
"MaiSpecificTopic.MST_WorkingHoursNode5",…
"MaiSpecificTopic.MST_WorkingHoursNode6","Từ Thứ Hai đến Thứ Sáu, em đi làm vào lúc 7h30 sáng."
"MaiSpecificTopic.MST_WorkingHoursNode7","Vậy khi nào em tan làm?"
"MaiSpecificTopic.MST_WorkingHoursNode8",5h30 chiều.
"MaiSpecificTopic.MST_WorkingHoursNode9","Thế còn Thứ 7 và Chủ Nhật?"
"MaiSpecificTopic.MST_WorkingHoursNode10","Em không phải đi làm vào những ngày đó."
"MaiSpecificTopic.MST_WorkingHoursNode11","Thế à? Anh hiểu rồi."
"MaiSpecificTopic.MST_JobNode","Anh chỉ biết rằng, em là một nhân viên văn phòng thông thường. Nhưng cụ thể thì em làm việc gì?"
"MaiSpecificTopic.MST_JobNode2","Em là nhân viên bán hàng."
"MaiSpecificTopic.MST_JobNode3","Em chỉ đơn giản là tư vấn bán hàng cho đối tác/khách hàng thôi."
"MaiSpecificTopic.MST_JobNode4","Ra vậy. Anh nghe nói nghề bán hàng khó lắm. Có đúng như vậy không?"
"MaiSpecificTopic.MST_JobNode5","Khó chứ anh, khó muốn chết luôn. Không bán được hàng thì em sẽ không được ăn hoa hồng. Và em sẽ bị đào thải khỏi ngành."
"MaiSpecificTopic.MST_JobNode6","Nhưng mà em nghĩ nghề nào cũng sẽ có cái khó của nó thôi."
"MaiSpecificTopic.MST_JobNode7","Điều quan trọng là em biết thực lực của mình ở đâu, từ đó em sẽ cải thiện kỹ năng trong nghề tốt hơn."
"MaiSpecificTopic.MST_JobNode8","Mà có lẽ nghề này đối với em lại khá hợp, vì có vẻ khách hàng rất thích được em tư vấn."
"MaiSpecificTopic.MST_JobNode9","Nhưng mà nếu có cơ hội, chắc là em sẽ nghĩ đến chuyện tự kinh doanh. Chứ làm nhân viên bán hàng thêm vài năm nữa chắc em trầm cảm mất."
"MaiSpecificTopic.MST_JobNode10","Vậy à, chúc em sớm bỏ nghề để có thể kinh doanh nhé."
"MaiSpecificTopic.MST_JobNode11","Hahaha, vui tính lắm!"
"MaiSpecificTopic.MST_CoworkersNode","Đồng nghiệp của em ở công ty như thế nào vậy?"
"MaiSpecificTopic.MST_CoworkersNode2","Cũng bình thường. Nhìn chung thì mọi người ở công ty đều hòa đồng, vui vẻ."
"MaiSpecificTopic.MST_CoworkersNode3","Trừ một số người ra."
"MaiSpecificTopic.MST_CoworkersNode4","Trừ một số người? Có ai đối xử tệ với em à?"
"MaiSpecificTopic.MST_CoworkersNode5","Có. Một số người trên công ty thì hay nói xấu đồng nghiệp sau lưng, một số thì làm việc cẩu thả và ảnh hưởng đến quy trình."
"MaiSpecificTopic.MST_CoworkersNode6","Nhưng cái người mà em ghét nhất trên công ty chắc chắn là tên quản lý ở bộ phận của em."
"MaiSpecificTopic.MST_CoworkersNode7","Tên đó thì làm sao?"
"MaiSpecificTopic.MST_CoworkersNode8","Anh không biết đâu. Hắn ta nhiều lần ép buộc phải tăng chỉ tiêu bán hàng trong tháng. Ai mà không đạt đủ chỉ tiêu sẽ bị hắn cho nghỉ việc."
"MaiSpecificTopic.MST_CoworkersNode9","Có một số người thì đạt được chỉ tiêu như hắn yêu cầu, nhưng chả bao giờ được tăng lương. Hắn luôn dỗ dành ""Cố gắng duy trì chỉ tiêu trong vài tháng thì sẽ được tăng lương""."
"MaiSpecificTopic.MST_CoworkersNode10","Chưa hết đâu. Hắn còn nhiều lần quấy rối 1 số nhân viên nữ nữa."
"MaiSpecificTopic.MST_CoworkersNode11","Hả?!! Quấy rối? Hắn đã làm gì em chưa?!"
"MaiSpecificTopic.MST_CoworkersNode12","Chưa. Tạm thời thôi. Em cũng không hiểu tại sao."
"MaiSpecificTopic.MST_CoworkersNode13","Chắc có lẽ vì em luôn hoàn thành chỉ tiêu hắn muốn, và em cũng được mọi người quý mến nữa."
"MaiSpecificTopic.MST_CoworkersNode14","Sao em không báo cáo việc này lên cấp trên?"
"MaiSpecificTopic.MST_CoworkersNode15","Em đã báo cáo rồi. Nhưng có vẻ cấp trên không quan tâm."
"MaiSpecificTopic.MST_CoworkersNode16","Có lẽ vì hắn luôn được việc với yêu cầu của cấp trên nên họ không làm gì hắn."
"MaiSpecificTopic.MST_CoworkersNode17","Thằng chó đó. Nếu anh mà là cấp trên của hắn thì anh sẽ đuổi việc hắn."
"Intro.Node1","Anh về rồi đây!"
"Intro.Node2","Mừng anh về. Hôm nay việc ở công ty thế nào vậy?"
"Intro.Node3","Cũng ổn. Hôm nay dự án mà bọn anh trình bày lên cấp trên đã được duyệt. Nếu dự án này thành công, anh sẽ có cơ hội được thăng chức."
"Intro.Node4","Tuyệt! Bữa nay em làm món anh thích đấy! Anh đi tắm trước đi! Em sắp xong rồi!"
"Intro.Node5","Wao!! Món này ngon quá em! Vợ anh đúng là số một!"
"Intro.Node6","Cũng may là hôm nay anh có tâm trạng tốt để thưởng thức bữa ăn hôm nay!"
"Intro.Node7","Mấy hôm trước thấy anh không ăn uống điều độ khiến em lo lắng lắm đấy, anh biết không?"
"Intro.Node8","Anh xin lỗi mà."
"Intro.Node9","Thực ra mấy món này em đã nghiên cứu từ lâu để biết cách nấu. Em cứ lo nó sẽ không hợp khẩu vị của anh."
"Intro.Node10","Ngon mà em, vợ anh nấu thì dù dở cỡ nào anh cũng thích hết."
"Intro.Node11","Thôi đi, anh chỉ giỏi nịnh."
"Intro.Node12","Đây nè! Nói ""A"" nào!"
"Intro.Node13","Mai gắp 1 miếng thịt đưa lên trước miệng tôi."
"Intro.Node13_Choices.choice.1","Bất ngờ"
"Intro.Node13_Choices.choice.2",Em làm gì vậy?
"Intro.Node1_Surprise",... aaa ...
"Intro.Node2_Surprise","Tôi đớp lấy miếng thức ăn đó"
"Intro.Node3_Surprise","Sao!? Thấy lãng mạn không?"
"Intro.Node4_Surprise","Em làm anh bất ngờ đấy. Bữa nay lại muốn thể hiện tình cảm vợ chồng thắm thiết à?"
"Intro.Node5_Surprise","Dĩ nhiên. Lâu lâu phải thay đổi không khí một chút cho tình cảm khăn khít chứ."
"Intro.Node6_Surprise",Haha!!
"Intro.Node1_WhatIsThat",Em làm gì vậy?
"Intro.Node2_WhatIsThat","Sao!? Thấy lãng mạn không?"
"Intro.Node3_WhatIsThat","Em làm gì vậy? Bữa nay lại muốn thể hiện tình cảm vợ chồng thắm thiết à?"
"Intro.Node4_WhatIsThat","Anh chả vui tính tý nào. Lâu lâu phải thay đổi không khí một chút cho tình cảm khăn khít chứ."
"Intro.Node5_WhatIsThat","Vậy à? Anh xin lỗi nhé."
"Intro.Node6_WhatIsThat","Tôi đớp lấy miếng thức ăn đó."
"Intro_Part2.Node1","Mai nhìn tôi chằm chằm, mỉm cười."
"Intro_Part2.Node2","Cô ấy bỗng há miệng ra."
"Intro_Part2.Node3","Tôi cũng gắp 1 miếng thịt rồi đút cho cô ấy ăn."
"Intro_Part2.Node4","Cô ấy vừa nhai,  vừa cười khúc khích."
"Intro_Part2.Node5","Sao? Ngon không?"
"Intro_Part2.Node6","Ngon!"
"Intro_Part2.Node7","Tôi và Mai tiếp tục trò chuyện về mấy thứ linh tinh."
"Intro_Part2.Node8","Anh biết không? Mình cưới nhau cũng được hơn 9 tháng rồi đấy."
"Intro_Part2.Node9","9 tháng rồi sao? Thời gian trôi qua cũng nhanh thật. Anh vẫn nhớ mãi thời đi học của tụi mình."
"Intro_Part2.Node10","Không tin được là em lại đồng ý hẹn hò với 1 thằng như anh."
"Intro_Part2.Node11","Thì có sao đâu? Cơ mà em nhớ rằng lúc mới học cấp 3, em lại thấy anh học kém nhất lớp."
"Intro_Part2.Node12","Làm sao anh có thể trở thành học sinh giỏi nhất lớp chỉ trong 3 năm?"
"Intro_Part2.Node13","Đó là... vì em,  Mai."
"Intro_Part2.Node14",Em á?
"Intro_Part2.Node15","Ừ. Anh vẫn nhớ rõ lúc đó, sau khi có kết quả học kỳ đầu tiên của lớp 10, khi giáo viên sắp xếp chỗ ngồi cho học sinh học kém ngồi cạnh học sinh giỏi. Em được phân công ngồi cùng anh."
"Intro_Part2.Node16","Lúc đó, anh rất xấu hổ vì em là một học sinh sôi nổi, nhiệt tình và giỏi, nhưng em phải ngồi cùng anh."
"Intro_Part2.Node17","Nhưng chính sự nhiệt tình của em khi em luôn ở đó để giúp anh đã khiến anh thay đổi."
"Intro_Part2.Node18","Vậy là vì em mà anh đã cố gắng học hành chăm chỉ?"
"Intro_Part2.Node19","Ừ... À, anh muốn dùng điều đó làm động lực để anh có thể tự tin thú nhận với em trong tương lai."
"Intro_Part2.Node20","Anh không giỏi học, không giao tiếp nhiều với mọi người, và có sức khỏe trung bình, vì vậy cách duy nhất còn lại là học chăm chỉ để tự tin hơn khi ở bên em."
"Intro_Part2.Node21","Anh có học giỏi hay không thì em cũng thích anh thôi mà."
"Intro_Part2.Node22",Thật á?
"Intro_Part2.Node23","Ừa. Tại anh hiền lành cũng như hay giúp đỡ các bạn trong lớp. Anh đã luôn như vậy kể từ trước khi anh trở thành người học giỏi nhất lớp rồi."
"Intro_Part2.Node24","Với cả trong quãng thời gian tụi mình ngồi kế nhau. Em cũng thấy được vài điểm đáng yêu ở anh nữa."
"Intro_Part2.Node25","Từ đó mà em cũng bắt đầu thích được nói chuyện với anh nhiều hơn. Hihi !!"
"Intro_Part2.Node26","Trời ơi, chắc tôi muốn khóc mất."
"Intro_Part2.Node27","Tại sao cô ấy lại có thể tuyệt vời đến thế chứ?"
"Intro_Part2.Node28","Thật may mắn khi tôi đã dũng cảm để giành được tình cảm của cô ấy, tôi chắc chắn sẽ trân trọng những khoảng khắc được sống bên cô ấy mỗi ngày."
"Intro_Part2.Node29","Anh ăn xong thì giúp em thu dọn chén bát để em rửa nhé!"
"Intro_Part2.Node30","Thôi! Để anh rửa chén. Em cứ ngồi chơi thôi."
"Intro_Part2.Node31","Không! Anh nghỉ ngơi đi. Tối nay chúng ta có ""chuyện"" để làm đấy. ♥"
"Intro_Part2.Node32","Mai nhìn tôi với ánh mắt thèm muốn."
"Intro_Part2.Node33","Tôi hiểu ""chuyện"" gì rồi,  đêm nay sẽ mệt đây."
"Intro_Part3.Node1","Anh xin lỗi. Hôm nay mệt quá nên anh không thể khiến em thỏa mãn."
"Intro_Part3.Node2","Mai nhìn tôi với nét mặt buồn, có lẽ cô ấy đang rất thất vọng về tôi."
"Intro_Part3.Node3","Tôi không giỏi trong chuyện giường chiếu, giá mà tôi có thêm nhiều thời gian hơn, tôi sẽ cố gắng để thỏa mãn cô ấy tốt hơn."
"Intro_Part3.Node4","Không sao đâu anh, anh đã cố gắng rồi mà. Hôm nay như vậy là được rồi."
"Intro_Part3.Node5",…
"Intro_Part3.Node6","Mai nằm im, nhìn lên trần nhà một lúc lâu. Có vẻ cô ấy đang suy nghĩ điều gì đó."
"Intro_Part3.Node7","Anh à, em có chuyện muốn nói."
"Intro_Part3.Node8","Chuyện gì thế em?"
"Intro_Part3.Node9","Cũng được một thời gian rồi, anh có muốn nghĩ đến chuyện có con không?"
"Intro_Part3.Node10","Chẳng là, mẹ em hôm nay mới gọi điện hỏi thăm em. Bố mẹ em rất mong đến ngày được bế con của mình."
"Intro_Part3.Node11","Em cảm thấy hơi tội lỗi vì thời gian luôn giấu diếm chuyện tụi mình vẫn chưa có con trong mắt gia đình."
"Intro_Part3.Node12","Em biết là với tình hình kinh tế hiện tại, chúng ta chưa thể nghĩ về điều đó. Nhưng mà anh vẫn nên cân nhắc về việc này càng sớm càng tốt. Em nghiêm túc đấy."
"Intro_Part3.Node13",…
"Intro_Part3.Node14","Mai nói đúng, chỉ còn vài năm nữa là chúng tôi sẽ bước sang tuổi 30."
"Intro_Part3.Node15","Bình thường thì tôi sẽ tìm cách tránh né chủ đề này, nhưng lần này thì không."
"Intro_Part3.Node16","Dự án tôi đang tham gia trên công ty nếu thành công, tôi sẽ được thăng chức. Điều này cũng đồng nghĩa với tiền lương của tôi sẽ tăng rất nhiều, đủ để chúng tôi có thể yên tâm về vấn đề tài chính trong gia đình."
"Intro_Part3.Node17","Em yên tâm, hãy cho anh thêm chút thời gian. Chắc chắn chúng ta sẽ có con thôi."
"Intro_Part3.Node18","Lần nào anh cũng nói vậy. Em muốn nghe câu trả lời khác cơ."
"Intro_Part3.Node19","Không phải, em hãy tin anh. Dự án ở công ty anh là một dự án tiềm năng, nếu thành công thì anh sẽ được thăng chức, đến lúc đó lương của anh cao lắm."
"Intro_Part3.Node20","Chỉ cần cho anh thêm chút thời gian thôi. Anh đảm bảo chắc chắn chúng ta sẽ sớm ổn định kinh tế để sinh con."
"Intro_Part3.Node21","Anh hứa với em, lần này là thật."
"Intro_Part3.Node22","Thật sao? Cố gắng lên anh. Em tin anh sẽ làm được."
"Intro_Part3.Node23","Cảm ơn em, Mai. Có em ở bên cạnh là anh đã yên tâm rồi."
"Intro_Part3.Node24","Tôi đưa tay vuốt tóc trên trán Mai, hôn nhẹ một cái."
"Intro_Part3.Node25","Mai mỉm cười, nụ cười của cô ấy thật đáng yêu. Tôi mong rằng tôi có thể nhanh chóng cho cô ấy một đứa con. Tôi tin rằng con của chúng tôi cũng sẽ có nụ cười rạng rỡ như Mai vậy."
"Intro_Part4.Node1","Anh đi làm đây, Mai."
"Intro_Part4.Node2","Khoan đã, anh quên bữa trưa nè."
"Intro_Part4.Node3","À phải ha, tý nữa thì quên, cám ơn em đã nhắc nhé."
"Intro_Part4.Node4","Anh còn quên gì nữa không?"
"Intro_Part4.Node5","Tôi liền kiểm tra mọi thứ trong ba lô. Có vẻ là mọi thứ đã đầy đủ."
"Intro_Part4.Node6","Vậy mình còn thiếu thứ gì nữa chứ? Có khi nào là …?"
"Intro_Part4.Node6_Choices.choice.1","Hôn Mai"
"Intro_Part4.Node6_Choices.choice.2",Chào tạm biệt
"Intro_Part4.Node1_KissMe","Anh đi làm đây. Bye em."
"Intro_Part4.Node2_KissMe","Anh đi làm cẩn thận nhé. ♥"
"Intro_Part4.Node1_SayGoodbye","Không, anh chuẩn bị đầy đủ ở đây rồi. Anh đi làm đây."
"Intro_Part4.Node2_SayGoodbye",…
"Intro_Part4.Node3_SayGoodbye","Anh đi làm cẩn thận nhé."
