Key,Text
"MaiSpecificTopic.MST_CoworkersNode17",あのクソ野郎。もし私が彼の上司なら、彼をクビにするでしょう。
"Intro.Node1",ただいまー！
"Intro.Node2",おかえりなさい。今日の仕事はどうでした?
"Intro.Node3",まあまあだったよ。上司に提出したプロジェクトが承認されたんだ。成功すれば昇進のチャンスもある。
"Intro.Node4",すごい！今日はあなたの好きな料理を作ったんだよ！先にお風呂入ってきて、もうすぐできるから！
"Intro.Node5",わあ、この料理めっちゃ美味しい！やっぱり俺の奥さんは一番だな！
"Intro.Node6",ふふ、あなたが今日の食事を楽しめる気分でよかったよ！
"Intro.Node7",知ってる？最近あなたがちゃんと食べなかったから、すごく心配してたんだよ。
"Intro.Node8",ごめん。
"Intro.Node9",実はね、この料理ずっと前から色々調べて練習してたの。あなたの口に合わなかったらどうしようって、ずっと不安だった。
"Intro.Node10",美味しいよ。君の料理なら、どんなに失敗してても好きだよ。
"Intro.Node11",もう、調子いいことばっかり言って！
"Intro.Node12",はい、あーんして！
"Intro.Node13",Maiは一切れのお肉を私の口元に差し出した。
"Intro.Node13_Choices.choice.1",驚く
"Intro.Node13_Choices.choice.2",何をしているか？ 
"Intro.Node1_Surprise",あーん。。。
"Intro.Node2_Surprise",俺はその肉をパクッと食べた。
"Intro.Node3_Surprise",どう？ロマンチックでしょ？
"Intro.Node4_Surprise",びっくりしたよ。今日はまた夫婦らしさを見せたいのか？
"Intro.Node5_Surprise",もちろんだよ。たまには雰囲気を変えて、もっと仲良くならないとね。
"Intro.Node6_Surprise",ははっ！
"Intro.Node1_WhatIsThat",何をしているの？
"Intro.Node2_WhatIsThat",どう？ロマンチックでしょ？
"Intro.Node3_WhatIsThat",何してるの？今日はまたラブラブな気分なのか？
"Intro.Node4_WhatIsThat",あなたってほんとに凗談通じないんだから。たまには雰囲気変えないと、もっと仲良くならないでしょ？
"Intro.Node5_WhatIsThat",そうか？ごめんね。
"Intro.Node6_WhatIsThat",俺はその肉をパクッと食べた。
"Intro_Part2.Node1",Maiはじっと俺を見て、にっこり笑った。
"Intro_Part2.Node2",彼女は突然口を開けた。
"Intro_Part2.Node3",俺も一切れの肉を取って、彼女の口に運んだ。
"Intro_Part2.Node4",彼女はそれを噛みながら、くすくす笑った。
"Intro_Part2.Node5",どうだった？うまいか？
"Intro_Part2.Node6",うまい！
"Intro_Part2.Node7",私とMaiは他愛のない話をしながら食事を続けた。
"Intro_Part2.Node8",ねぇ、知ってる？私たち結婚してもう9か月以上経ったんだよ。
"Intro_Part2.Node9",もう9か月か？時が経つのは本当に早いな。学生時代のこと、今でもよく覚えてるよ。
"Intro_Part2.Node10",まさか君がこんな俺と付き合ってくれるなんて、信じられないよ。
"Intro_Part2.Node11",別にいいじゃない。それに、高校に入った頃、あなたがクラスで一番成績悪かったのを覚えてるよ。
"Intro_Part2.Node12",どうやってたった3年でクラスで一番の生徒になれたの？
"Intro_Part2.Node13",それは...君のおかげだよ、マイ。
"Intro_Part2.Node14",あたし？
"Intro_Part2.Node15",うん。あの時のことをはっきり覚えてるよ。高校1年の1学期の成績発表後、先生が成績の悪い生徒を成績の良い生徒の隣に座らせたんだ。君は僕の隣に座ることになった。
"Intro_Part2.Node16",あの時、君は明るくて熱心で優秀な生徒だったのに、僕と一緒に座らなければならなくて、とても恥ずかしかったよ。
"Intro_Part2.Node17",でも、いつも僕を助けてくれた君の熱意が僕を変えたんだ。
"Intro_Part2.Node18",それで、僕が一生懸命勉強しようとしたのは君のせいだったの？
"Intro_Part2.Node19",うん...まあ、それをモチベーションにして、将来君に自信を持って告白できるようにしたかったんだ。
"Intro_Part2.Node20",僕は勉強が得意じゃないし、人とあまりコミュニケーションを取らないし、健康も平均的だから、君と一緒にいる時にもっと自信を持つために一生懸命勉強するしかなかったんだ。
"Intro_Part2.Node21",成績が良いかどうか、あなたが好きだよ。
"Intro_Part2.Node22",本当か？
"Intro_Part2.Node23",うん。だって、あなたは優しくて、クラスの皆のことをいつも助けてくれるじゃない。成績一番になる前から、ずっとそうだった。
"Intro_Part2.Node24",それに、隣に座ってた時に、あなたの可愛いところもいっぱい見つけちゃったんだ。
"Intro_Part2.Node25",それから、あなたともっと話したくなっちゃったんだよね。えへへ！
"Intro_Part2.Node26",くそ、俺が泣きそうだ。
"Intro_Part2.Node27",なんでこんなに素敵なんだろう？
"Intro_Part2.Node28",あの時、俺が勇気を出して彼女の心をつかめて本当によかった。これからも彼女との毎日を大切にしていこう。
"Intro_Part2.Node29",食べ終わったらお皿片付けてくれる？私が洗うから！
"Intro_Part2.Node30",いいよ、俺が皿を洗うから。君は座ってて。
"Intro_Part2.Node31","だめ！あなたは休んでて。だって今夜は""あれ""があるでしょ。♥"
"Intro_Part2.Node32",Maiは俺を欲しそうな目で見つめた。
"Intro_Part2.Node33",俺はその意味がすぐに分かった。今夜は長い夜になりそうだ。
"Intro_Part3.Node1",ごめん。今日は疲れすぎて、君を満足させられなかった。
"Intro_Part3.Node2",Maiは少し悲しそうな顔で俺を見た。きっとがっかりしてるんだろう。
"Intro_Part3.Node3",俺はこの“夜のこと”があまり得意じゃない。もし時間があれば、もっと上手く彼女を満足させたいのに…。
"Intro_Part3.Node4",大丈夫だよ。頑張ってくれたでしょ？今日はそれで十分だよ。
"Intro_Part3.Node5",。。。
"Intro_Part3.Node6",Maiは黙ったまま、しばらく天井を見つめていた。何か考えているようだった。
"Intro_Part3.Node7",あの、話したいことがあるの。
"Intro_Part3.Node8",何か？
"Intro_Part3.Node9",もうしばらく一緒にいるし……そろそろ子どものこと、考えない？
"Intro_Part3.Node10",実は今日、お母さんから電話があってね。両親は孫を抱く日を心待ちにしてるみたい。
"Intro_Part3.Node11",家族にずっと隠してるのも、ちょっと罪悪感があって…。
"Intro_Part3.Node12",今の経済状況じゃ難しいのは分かってる。でも、真剣に考えてほしいの。できるだけ早くね。あたしも真剣よ。
"Intro_Part3.Node13",。。。
"Intro_Part3.Node14",彼女の言う通りだ。あと数年で俺たちも30歳になる。
"Intro_Part3.Node15",普段ならこういう話題を避ける俺だけど、今回は違う。
"Intro_Part3.Node16",今進めてる会社のプロジェクトが成功すれば、昇進もできる。そうなれば給料も上がって、家族のことだって安心して考えられる。
"Intro_Part3.Node17",大丈夫。もう少しだけ時間をくれ。必ず俺たちに子どもができるようにするから。
"Intro_Part3.Node18",いつもそればっかり。もっと違う答えがほしいの。
"Intro_Part3.Node19",違うんだ。俺を信じてくれ。会社のプロジェクトはすごく有望なんだ。成功すれば昇進できるし、給料も上がる。
"Intro_Part3.Node20",もう少しだけ待ってて。必ず経済的に安定させて、子どものことを考えられるようにするから。
"Intro_Part3.Node21",約束する。今回は本当に。
"Intro_Part3.Node22",本当に？頑張ってね。信じてるよ。
"Intro_Part3.Node23",ありがとう、Maiちゃん。君がいてくれるだけで心強いよ。
"Intro_Part3.Node24",俺はそっとMaiの前髪を撫でて、優しくキスした。
"Intro_Part3.Node25",Maiは微笑んだ。その笑顔が本当に可愛い。早く彼女に子どもを授けたい。この笑顔のように、きっと子どもも素敵に笑ってくれると信じている。
"Intro_Part4.Node1",Maiちゃん、俺仕事行ってくるよ。
"Intro_Part4.Node2",ちょっと待って、お弁当忘れてるよ。
"Intro_Part4.Node3",ああ、危うく忘れるところだった。ありがとうね。
"Intro_Part4.Node4",他に忘れ物はない？
"Intro_Part4.Node5",俺は急いでリュックの中を確認した。全部そろってるみたいだ。
"Intro_Part4.Node6",じゃあ、他に何か忘れてるのか？まさか……。
"Intro_Part4.Node6_Choices.choice.1",Maiをキスする
"Intro_Part4.Node6_Choices.choice.2",先に行く
"Intro_Part4.Node1_KissMe",行ってくるよ。じゃあね。
"Intro_Part4.Node2_KissMe",気をつけてね、いってらっしゃい。♥
"Intro_Part4.Node1_SayGoodbye",いや、もう全部用意できてる。じゃあ、行ってくるよ。
"Intro_Part4.Node2_SayGoodbye",。。。
"Intro_Part4.Node3_SayGoodbye",気をつけて行ってらっしゃいね。
