Key,Text
"MaiSpecificTopic.MST_CoworkersNode12","No. Not yet. I dont understand why."
"MaiSpecificTopic.MST_CoworkersNode13","Maybe because I always meet the quota he wants and Im also well-liked by everyone."
"MaiSpecificTopic.MST_CoworkersNode14","Why dont you report this to your superiors?"
"MaiSpecificTopic.MST_CoworkersNode15","I already reported it. But it seems like my superiors dont care."
"MaiSpecificTopic.MST_CoworkersNode16","Maybe because he always gets the job done according to his superiors requests so they dont do anything to him."
"MaiSpecificTopic.MST_CoworkersNode17","That son of a bitch. If I were his superior I would fire him."
"Intro.Node1","I'm home, bae!"
"Intro.Node2","Welcome home. How was work today?"
"Intro.Node3","It's okay. Today, the project we presented to our superiors was approved. If this project is successful, I'll have a chance to be promoted."
"Intro.Node4","Great! I made your favorite dish today! Go take a shower first! I'm almost done!"
"Intro.Node5",Wow!! This is delicious! My wife is the best!
"Intro.Node6","Hehe!! I'm happy that you're in a good mood to enjoy the meal!"
"Intro.Node7","I was worried about you not eating properly for the past few days, you know?"
"Intro.Node8","Yeah, I know. Sorry about that."
"Intro.Node9","Actually, I've been learning how to cook these dishes for a long time. I was worried that you wouldn't like it."
"Intro.Node10","They're delicious, no matter how bad my wife's cooking is, I'll still like it."
"Intro.Node11","Stop it, you're just good at flattery."
"Intro.Node12","Here! Say ""A""!"
"Intro.Node13","Mai picked up a piece of meat and brought it to my mouth."
"Intro.Node13_Choices.choice.1","Surprise"
"Intro.Node13_Choices.choice.2",What is that?
"Intro.Node1_Surprise",... aaa ...
"Intro.Node2_Surprise",I took a bite of the food.
"Intro.Node3_Surprise",How was it? Do you like that?
"Intro.Node4_Surprise","Whoa!! Now that's surprised me. Today you want to do something romantic with me?"
"Intro.Node5_Surprise","Of course. Sometimes, we need to change the atmosphere a bit to make our relationship stronger."
"Intro.Node6_Surprise",Haha!
"Intro.Node1_WhatIsThat",What is that?
"Intro.Node2_WhatIsThat",How was it? Do you like that?
"Intro.Node3_WhatIsThat","What is that? Today you want to do something romantic with me?"
"Intro.Node4_WhatIsThat","You're no fun. Sometimes, we need to change the atmosphere a bit to make our relationship stronger."
"Intro.Node5_WhatIsThat","Is that so? Then I'm sorry."
"Intro.Node6_WhatIsThat",I took a bite of the food.
"Intro_Part2.Node1","Mai stared at me and smiled."
"Intro_Part2.Node2","She suddenly opened her mouth."
"Intro_Part2.Node3","I also picked up a piece of meat and fed it to her."
"Intro_Part2.Node4","She chewed and giggled"
"Intro_Part2.Node5",How is it? Is it good?
"Intro_Part2.Node6",Yep!
"Intro_Part2.Node7","Mai and I continued chatting about random things in life."
"Intro_Part2.Node8","You know? We've been married for more than 9 months."
"Intro_Part2.Node9","9 months? Whoa, time surely fly so fast. I still remember our days in school."
"Intro_Part2.Node10","I just can't believe that you agreed to date a guy like me."
"Intro_Part2.Node11","So what? However, I recall that when I was in high school, I knew you were the worst student in the class when it came to studying."
"Intro_Part2.Node12","How could you become the best student in the class in just 3 years?"
"Intro_Part2.Node13","That... is because of you, Mai."
"Intro_Part2.Node14",Me?
"Intro_Part2.Node15","Yeah. I still remember clearly that time, after the first semester results of grade 10, when the teacher arranged seats for bad-studying students to sit next to good students. You were assigned to sit with me."
"Intro_Part2.Node16","At that time, I was very embarrassed because you were a lively, enthusiastic, and good student, but you had to sit with me."
"Intro_Part2.Node17","But it was your enthusiasm when you were always there to help me that made me change."
"Intro_Part2.Node18","So it was because of me that you tried to study hard?"
"Intro_Part2.Node19","Yeah... Well, I want to use that as motivation so that I can confidently confess to you in the future."
"Intro_Part2.Node20","I'm not good at studying, don't communicate much with people, and have average health, so the only way left is to study hard to be more confident when I'm with you."
"Intro_Part2.Node21","Bae. I don't care if you're good at studying or good at sports or something else; I still like you for who you are."
"Intro_Part2.Node22","Really?"
"Intro_Part2.Node23","Yep. Because you are gentle and always help friends in class. You have always been like that since before you became the best student in class."
"Intro_Part2.Node24","Also, during the time we sat next to each other. I also found some cute things in you."
"Intro_Part2.Node25","Since then, I started to like talking to you more. Hehe!!"
"Intro_Part2.Node26","Oh man, this is making me cry."
"Intro_Part2.Node27","How could she be so wonderful?"
"Intro_Part2.Node28","I am so lucky that I was brave enough to win her heart. I will definitely cherish every moment I have with her every day."
"Intro_Part2.Node29","After you finish eating, help me clean up the dishes so I can wash them!"
"Intro_Part2.Node30","Let me wash the dishes. Just sit and relax."
"Intro_Part2.Node31","No! You should rest. We have a ""thing"" to do tonight. ♥⁠"
"Intro_Part2.Node32",Mai looked at me with a lewd gaze.
"Intro_Part2.Node33","I know what that ""thing"" is; this night is gonna be tough."
"Intro_Part3.Node1","Sorry, Mai. I'm tired today, so I can't satisfy you."
"Intro_Part3.Node2","Mai looked at me with a sad face, maybe she was very disappointed in me."
"Intro_Part3.Node3","I'm not good at sex; if only I had more time, I would try to satisfy her better."
"Intro_Part3.Node4","It's okay. Today is enough."
"Intro_Part3.Node5",...
"Intro_Part3.Node6","Mai lay on the bed, looking up at the ceiling for a long time. She seemed to be thinking about something."
"Intro_Part3.Node7","Honey, I have something to say."
"Intro_Part3.Node8","Yeah, sure. What is it?"
"Intro_Part3.Node9","It's been a while, do you wanna think about having children?"
"Intro_Part3.Node10","Well, my mom called today to ask how I was. My parents are really looking forward to the day they can hold our kid."
"Intro_Part3.Node11","I feel a little guilty because we don't tell them that we're not ready to have a kid."
"Intro_Part3.Node12","I know that we can't think about the current budget situation yet. But you should still consider this as soon as possible, I'm serious."
"Intro_Part3.Node13",...
"Intro_Part3.Node14","She's right, we're gonna turn 30 in a few years."
"Intro_Part3.Node15","Normally, I would try to avoid this topic, but not this time."
"Intro_Part3.Node16","If the project I am working on is successful, I will be promoted. This also means that my salary will increase a lot, enough for us to live freely."
"Intro_Part3.Node17","Don't worry, just give me more time. We will definitely have a baby."
"Intro_Part3.Node18","You say that every time. I want to hear a different answer."
"Intro_Part3.Node19","No, trust me. The project that I'm working on is a potential project."
"Intro_Part3.Node20","If it is successful, I will be promoted and my salary will be very high. I guarantee that we will soon stabilize our finances to have a baby."
"Intro_Part3.Node21","I swear on my life."
"Intro_Part3.Node22","Really? That's great. I believe you can do it."
"Intro_Part3.Node23","Thank you, Mai. Having you by my side makes me feel motivated to do anything."
"Intro_Part3.Node24","I reached out to stroke Mai's hair on her forehead and gave her a light kiss."
"Intro_Part3.Node25","Mai smiled, her smile was so lovely. I wish I could give her a child soon. I believed that our child would have a smile as bright as Mai's."
"Intro_Part4.Node1","I'm going now. Bye, Mai."
"Intro_Part4.Node2","Wait, you forgot your lunch."
"Intro_Part4.Node3","Oh, right, thanks for telling me."
"Intro_Part4.Node4","Did you forget anything else?"
"Intro_Part4.Node5","I check everything in my backpack. Um, it seems everything I need is in here."
"Intro_Part4.Node6","So what else did I forget? Maybe...?"
"Intro_Part4.Node6_Choices.choice.1",Kiss Mai
"Intro_Part4.Node6_Choices.choice.2",Say Goodbye
"Intro_Part4.Node1_KissMe","I'm going to work. Bye, bae."
"Intro_Part4.Node2_KissMe","Have a good day, bae. ♥"
"Intro_Part4.Node1_SayGoodbye","No, everything I need is here. Bye, bae."
"Intro_Part4.Node2_SayGoodbye",...
"Intro_Part4.Node3_SayGoodbye",Have a good day.
